id,IssuerName,ISIN,CouponRate,Maturity,high,low,last,yield%,change,credit_rating,currency,coupon_prd.
600,Oozz,YIR532,0.618,03/08/2025,127.863,116.509,117.076,0.618,-9.65,AA,USD,A
601,Browsetype,NOV5222,0.903,03/14/2037,494.601,481.593,494.211,0.904,2.864,A,EUR,A
602,Livetube,VFLZ932564,2.478,08/20/2044,85.358,81.099,81.397,2.484,2.426,AA,USD,A
603,Yabox,CKAZ03899,4.512,10/07/2030,465.305,433.059,444.99,4.532,-23.514,BB,INR,S
604,Realbridge,ETUCH338695,2.651,02/11/2021,160.465,149.553,150.863,2.658,-0.109,A,INR,A
605,Jaxnation,VCKQ59239,1.452,11/10/2030,37.302,36.645,36.77,1.454,0.019,A,INR,Q
606,DabZ,NMO45304,2.971,06/12/2026,133.629,122.952,124.66,2.98,0.087,AA,EUR,A
607,Buzzster,XPO820966,2.437,08/17/2048,212.475,208.927,212.298,2.443,2.667,CCB,GBP,S
608,Livetube,RXB13194,4.586,06/17/2021,459.036,448.019,449.782,4.607,-87.814,AA,EUR,S
609,Yakijo,WVHU531420,2.112,07/18/2035,165.445,163.675,164.861,2.116,-0.08,A,INR,S
610,Quatz,JBDW876,1.111,02/13/2025,333.325,316.125,323.693,1.112,2.9,CCC,GBP,S
611,Leexo,FNIK74401,0.849,07/07/2038,125.732,118.49,119.504,0.85,-11.692,A,USD,S
612,Flashdog,GUREB6802,3.148,04/25/2031,95.005,87.528,94.556,3.158,3.291,AA,INR,A
613,Cogidoo,KDJ422976,0.639,12/21/2037,287.935,262.741,278.361,0.639,18.475,BB,GBP,S
614,Topiclounge,IZO249965,3.656,10/19/2031,326.517,319.04,319.04,3.669,-7.001,AAA,EUR,A
615,Photojam,IECJK861427,2.531,08/31/2030,172.426,160.632,162.401,2.537,0.363,AA,USD,S
616,Bubblebox,NIFM099,1.416,12/10/2039,297.458,272.947,284.713,1.418,1.512,BBB,EUR,Q
617,Aibox,TGPM312635,3.587,04/14/2019,456.245,422.209,448.417,3.6,65.086,C,USD,Q
618,Skinte,TRPEL560104,1.841,04/08/2040,257.354,249.427,254.976,1.844,31.172,BB,EUR,S
619,Meevee,ZST836058,0.385,08/31/2039,364.467,345.843,363.35,0.385,0.516,B,INR,Q
620,Layo,CGEQ9651,4.445,08/13/2038,340.013,311.01,327.252,4.465,42.691,A,INR,S
621,Skiptube,NRZT51104,2.168,04/27/2026,267.121,254.192,264.923,2.173,-0.766,AA,INR,S
622,DabZ,ASGFN624,3.513,09/18/2037,393.892,381.839,390.276,3.525,17.042,AA,USD,S
623,Thoughtsphere,BJN17920,4.723,07/12/2043,403.849,381.274,387.369,4.745,1.565,CCB,USD,A
624,Jayo,FLKR3415,2.641,11/15/2027,112.843,102.868,104.264,2.648,3.745,AA,EUR,S
625,Skynoodle,WCBKV313,1.695,03/16/2048,387.471,355.505,380.438,1.698,-0.751,BBB,GBP,A
626,Realmix,JTFE256,1.45,05/19/2028,157.731,150.775,155.018,1.452,30.13,A,INR,A
627,Fadeo,AVP626383,2.605,09/12/2026,112.472,104.385,107.377,2.612,9.768,BBB,INR,A
628,Realcube,RJZA81432,3.231,08/24/2050,52.612,47.509,48.989,3.241,3.034,AA,INR,Q
629,Oba,MPN39799,1.649,11/24/2044,195.47,194.102,195.319,1.652,-1.211,C,USD,A
630,Gabvine,FETK413685,2.743,12/04/2043,348.545,341.679,347.103,2.751,-27.22,BBB,EUR,Q
631,JumpXS,LQEJ50733,4.844,08/21/2033,26.745,26.122,26.421,4.867,-2.217,BBB,INR,S
632,Youopia,PGOZ716402,4.381,09/03/2021,338.618,316.371,333.724,4.4,21.839,BBB,INR,A
633,Blogtag,EQBJO56066,1.113,12/27/2033,475.86,465.058,465.922,1.114,32.859,AAA,USD,A
634,Centidel,UYBTZ394434,0.695,03/16/2039,62.302,62.146,62.184,0.695,-0.206,AA,INR,Q
635,Yombu,JCPHO190,2.627,12/17/2044,462.268,444.84,445.538,2.634,-21.065,AAA,INR,Q
636,Meevee,ZOLH596,4.999,03/06/2048,409.974,393.862,396.923,5.024,-70.047,CCB,INR,Q
637,Talane,EJR22359,3.256,02/04/2030,269.553,247.638,252.021,3.267,1.127,AA,GBP,A
638,Voolith,ADMNI188,0.751,07/18/2029,371.679,347.78,370.245,0.752,-0.442,A,EUR,S
639,Flipstorm,KXS4949,4.69,11/08/2024,21.701,21.545,21.664,4.712,0.611,AA,INR,A
640,Eire,YINX95097,0.021,01/17/2031,74.919,74.844,74.861,0.021,7.111,AA,GBP,S
641,Twitterworks,VJTKW0434,1.258,01/15/2038,160.221,156.264,157.807,1.26,-4.912,AA,INR,S
642,Wikibox,ALW08948,2.253,09/09/2046,182.598,167.077,168.94,2.258,0.341,BBB,INR,S
643,Rooxo,NFA8715,3.264,02/01/2035,412.204,409.813,411.487,3.275,19.356,AA,USD,A
644,Edgepulse,NMLHV7812,3.592,08/20/2029,394.084,366.813,378.812,3.605,-1.464,AA,GBP,S
645,Katz,XKZ7329,0.284,07/24/2021,210.645,200.871,204.585,0.284,-1.462,CCB,GBP,Q
646,Demimbu,FCNZ1438,3.432,01/03/2030,394.328,389.557,391.751,3.444,53.646,B,INR,Q
647,Twiyo,WKDO31383,3.541,05/18/2045,409.266,382.582,391.654,3.554,40.23,A,USD,A
648,Skippad,ZVG1396,0.774,12/18/2047,222.15,218.24,220.078,0.775,-0.854,A,USD,Q
649,Youspan,UWTV742,2.569,09/01/2020,302.49,291.389,299.937,2.576,16.499,CCC,GBP,A
650,Vitz,HXQOJ180,1.046,04/27/2024,333.985,327.439,333.592,1.047,-15.161,AA,USD,A
651,Yakitri,OJHX00582,3.416,11/01/2019,457.902,426.353,449.699,3.428,14.751,B,GBP,Q
652,Fanoodle,SLXT6346,3.954,02/02/2041,242.165,224.487,228.376,3.97,-26.117,C,EUR,Q
653,Skiptube,HFYX890,2.35,12/08/2036,430.874,423.765,424.618,2.356,4.107,BB,INR,S
654,Voolith,ACQ735,4.318,05/10/2036,176.784,160.679,169.215,4.337,-13.067,AA,EUR,S
655,Teklist,MHJ40286,4.902,02/06/2019,111.036,101.909,110.58,4.926,26.402,AA,EUR,S
656,Feedbug,TUW346736,2.087,08/31/2026,468.791,461.947,465.574,2.091,-39.864,A,EUR,Q
657,Dynazzy,ROY485893,2.861,05/18/2038,282.111,268.598,269.814,2.869,-30.422,CCC,INR,A
658,Photobean,BPY90226,3.34,06/05/2045,496.661,490.8,492.852,3.351,49.562,A,INR,S
659,Yodo,ECJDS653618,1.987,05/23/2028,96.499,95.023,95.347,1.991,3.234,A,INR,A
660,Photojam,KWAI59521,3.41,02/02/2022,410.008,373.066,403.728,3.422,7.182,B,INR,S
661,Yamia,FOBNK669848,2.915,07/03/2021,365.115,329.516,349.452,2.923,26.075,B,GBP,Q
662,Vinte,SJUL2956,3.671,02/14/2026,38.963,38.671,38.75,3.684,-0.239,BB,EUR,A
663,Jabberbean,EJUZ78504,2.837,08/31/2030,456.415,424.146,440.281,2.845,76.094,AA,EUR,A
664,Avamm,XBQ746106,3.408,06/09/2029,16.605,15.999,16.605,3.42,3.694,A,USD,S
665,Tavu,WVIA61892,1.432,03/22/2027,421.109,393.905,421.109,1.434,-26.829,BB,GBP,A
666,Wikibox,NPU16334,4.753,02/15/2041,165.275,153.408,162.427,4.776,-1.897,AA,GBP,S
667,Feedfish,XZM99926,1.292,01/29/2024,417.882,398.994,399.938,1.294,1.882,B,EUR,S
668,Dabtype,LAW468,1.289,09/12/2024,191.829,173.164,190.522,1.291,8.387,A,GBP,Q
669,Linktype,LAPXI424085,3.251,11/05/2037,427.721,396.84,404.869,3.262,-43.321,A,USD,S
670,Katz,LPG6833,1.031,10/11/2027,404.078,383.187,403.66,1.032,2.972,BBB,INR,A
671,Kwilith,WISB41047,0.575,12/23/2043,39.132,35.274,37.164,0.575,2.058,A,USD,S
672,Dazzlesphere,JYGCV7957,3.691,02/08/2032,149.387,149.238,149.372,3.705,30.96,BBB,GBP,Q
673,Fliptune,EQZT33433,3.057,02/14/2024,209.631,202.671,209.631,3.066,-32.081,AA,GBP,S
674,Podcat,OHUG40366,2.511,08/24/2036,487.814,461.082,480.329,2.517,29.856,BB,INR,Q
675,Kare,EPF13270,3.877,10/22/2039,205.034,196.833,197.899,3.892,-1.023,B,USD,S
676,Babblestorm,HIQ044006,3.045,06/25/2043,433.333,403.346,426.736,3.054,-11.486,A,GBP,A
677,Tagchat,XAUD092587,3.97,05/12/2025,329.777,303.56,323.485,3.986,30.416,C,EUR,S
678,Edgepulse,AMTF5155,2.088,11/10/2029,278.955,277.03,277.377,2.092,1.097,A,INR,A
679,Zoombeat,TOE091,0.7,06/12/2022,27.553,26.043,26.707,0.7,1.822,BBB,GBP,Q
680,Livepath,IXAB024714,3.052,05/13/2049,359.81,325.628,332.464,3.061,22.912,BB,INR,S
681,Edgeblab,XDCB9571,1.14,01/06/2031,208.927,191.774,195.033,1.141,13.39,BBB,USD,Q
682,Feednation,WORZE26361,4.002,04/09/2046,367.066,350.621,366.737,4.018,12.204,BB,USD,A
683,Ntag,MGILO2611,0.806,02/28/2038,367.028,346.768,362.166,0.807,8.678,AA,EUR,S
684,Dabvine,JBFVZ5465,1.362,04/23/2019,37.389,35.871,36.751,1.364,0.617,CCB,GBP,S
685,Roodel,VSCI0179,1.576,09/04/2038,205.445,204.808,205.33,1.578,-1.289,BBB,USD,A
686,Realcube,HJCG25564,3.966,07/19/2023,66.657,65.77,65.948,3.982,3.407,BB,GBP,Q
687,Riffpath,QXH753,4.816,02/20/2032,427.148,395.112,401.519,4.839,-16.406,BB,USD,A
688,Wordware,QPYK970672,2.356,12/26/2023,239.43,238.113,238.798,2.362,66.256,B,GBP,Q
689,Podcat,RIVL512791,3.213,10/13/2045,425.267,410.595,413.236,3.223,24.052,A,USD,Q
690,Tagpad,IQK38752,4.741,09/24/2018,78.243,73.142,76.917,4.763,-1.221,CCB,EUR,Q
691,Dazzlesphere,AQSZT7766,4.86,05/30/2027,257.366,245.244,253.245,4.884,11.839,AA,EUR,S
692,Midel,LBNVW3706,0.654,10/05/2020,396.094,363.258,381.646,0.654,-83.897,BB,EUR,Q
693,Youspan,JAK028,2.761,11/26/2044,377.405,365.064,371.358,2.769,-4.949,B,USD,A
694,Voomm,UGP07063,2.466,02/01/2023,286.825,268.726,278.138,2.472,-5.352,CC,GBP,Q
695,Ntags,ZWD853,0.38,02/06/2046,470.695,450.643,464.078,0.38,51.709,AA,EUR,Q
696,Meevee,CXLYP880894,2.088,01/09/2041,183.305,167.816,175.715,2.092,6.602,CCB,INR,Q
697,Gabspot,MORV23923,1.373,02/19/2022,483.81,450.137,454.514,1.375,-5.929,C,GBP,S
698,Dabvine,PRI206171,0.397,11/06/2034,59.155,54.251,55.183,0.397,1.172,CCB,USD,Q
699,Vinte,SRF46359,2.054,06/25/2026,53.553,48.846,49.787,2.058,-4.338,AA,EUR,Q
700,Feedbug,UYCB9787,2.998,01/30/2024,468.232,427.449,437.237,3.007,-0.654,AAA,EUR,S
701,Pixoboo,AVDGX378498,3.612,11/28/2047,92.038,89.065,91.652,3.625,-0.775,BBB,EUR,S
702,Skajo,CPLY464279,2.304,02/13/2042,440.124,415.565,433.493,2.309,-8.777,BB,INR,A
703,Twitterbeat,WHAZL5226,1.517,11/04/2038,480.649,437.15,466.294,1.519,146.53,AA,GBP,A
704,Tagchat,ARX770,0.982,08/23/2026,15.986,15.458,15.733,0.983,-0.005,B,GBP,A
705,Kimia,WLHYG9585,3.593,08/12/2049,23.902,22.518,23.155,3.606,-0.331,AAA,INR,A
706,Fivechat,QULCT994,1.118,05/09/2035,490.687,468.508,481.594,1.119,-64.838,A,EUR,A
707,Livepath,VDK9514,0.394,02/03/2020,259.916,258.694,259.195,0.394,-5.386,A,INR,Q
708,Feedfish,VST047,4.785,11/23/2037,362.732,339.227,349.804,4.808,-26.384,A,GBP,S
709,Skynoodle,TCHF1431,3.752,04/30/2031,95.386,91.055,93.74,3.766,0.402,AA,USD,A
710,Roodel,SOUTV27103,1.023,10/17/2020,248.353,240.431,242.332,1.024,3.802,A,INR,S
711,Reallinks,GVHFJ91293,2.567,10/07/2043,348.134,316.697,325.185,2.574,-22.398,AA,INR,S
712,Topicware,DEL3537,3.075,11/22/2024,449.893,423.529,437.238,3.084,0.323,AAA,EUR,S
713,Demizz,WCQ0425,0.614,10/01/2037,174.477,162.927,169.279,0.614,-20.426,AA,EUR,Q
714,Realblab,CIL690,0.288,08/18/2020,83.272,77.276,80.514,0.288,-3.906,B,EUR,A
715,Fiveclub,JODFE8805,4.913,09/07/2025,236.041,228.913,235.756,4.937,-49.652,A,EUR,S
716,Snaptags,TJG626791,0.957,08/25/2023,181.263,174.339,179.74,0.958,1.712,A,GBP,A
717,Skidoo,RYAE345,2.942,04/11/2020,368.974,348.422,357.054,2.951,-10.095,AAA,USD,S
718,Bluejam,FAK304,0.015,04/16/2031,32.558,30.51,32.046,0.015,0.977,BB,GBP,A
719,Wordware,AKHX44079,3.244,01/04/2024,33.777,30.484,33.448,3.255,-2.448,A,GBP,A
720,Oodoo,EJKF914376,0.638,01/28/2044,401.551,390.267,399.407,0.638,4.98,CCB,EUR,Q
721,Kaymbo,CEKB7544,4.091,02/09/2031,305.335,302.618,304.33,4.108,-59.845,BBB,GBP,Q
722,Photojam,MLXJ75047,0.953,01/06/2027,118.445,114.299,117.036,0.954,-6.451,C,GBP,S
723,Realcube,XKW30117,1.613,10/10/2035,102.142,102.06,102.068,1.616,-2.118,CCC,INR,A
724,Fatz,DMCW496,0.962,02/29/2024,456.507,429.345,452.433,0.963,-59.929,AAA,GBP,A
725,Topicshots,HFBY77656,1.218,06/05/2022,147.227,133.697,140.327,1.219,-3.403,AA,GBP,S
726,Blogtag,PADM469625,2.099,10/12/2028,293.651,281.523,293.651,2.103,-0.953,A,INR,A
727,Zoonoodle,SQTHI086239,3.541,07/24/2025,171.844,155.416,166.751,3.554,10.517,A,USD,S
728,Buzzshare,OIXLJ09016,0.399,12/01/2038,130.606,118.133,128.486,0.399,3.247,AA,USD,A
729,Jayo,YFUK6037,3.091,12/04/2031,361.645,355.352,361.519,3.101,47.351,CCB,USD,Q
730,Vinte,MNUZ922327,0.793,07/22/2044,433.231,390.948,431.117,0.794,-1.505,A,GBP,Q
731,Quinu,NPGH335247,3.284,01/16/2023,116.687,113.758,115.105,3.295,4.525,AA,GBP,A
732,Rhycero,TDRP523673,0.946,05/17/2045,320.951,290.011,315.691,0.947,15.361,AA,INR,A
733,Topdrive,CVQDG966224,0.439,10/21/2037,225.99,208.046,216.48,0.439,-4.295,A,EUR,A
734,Edgetag,LBNKE20842,0.103,12/09/2023,277.977,277.254,277.37,0.103,6.555,A,INR,Q
735,Avavee,ALDZ2191,1.162,08/12/2033,104.965,103.737,103.946,1.163,-0.545,A,EUR,S
736,Buzzshare,OSZ7966,3.749,05/31/2043,341.703,335.04,340.903,3.763,11.684,CCB,GBP,S
737,Oba,YEJC276600,0.955,04/07/2022,171.172,163.024,166.283,0.956,1.966,CC,EUR,Q
738,Zoomzone,FPXR769009,3.368,02/26/2043,340.928,334.348,340.731,3.379,0.293,C,INR,S
739,Tambee,URCX044,1.94,04/15/2050,43.566,39.976,42.094,1.944,1.036,CCC,EUR,S
740,Oyoyo,QAJV000,4.421,03/29/2039,494.967,462.25,472.719,4.441,12.546,C,USD,Q
741,Oyoyo,JHYDZ13603,0.708,08/02/2019,107.096,100.563,106.573,0.709,5.801,CC,GBP,Q
742,Skipstorm,ALY41574,0.55,06/27/2031,416.384,392.484,395.352,0.55,1.818,BBB,USD,A
743,Flipstorm,XMPY03269,2.393,11/27/2044,107.461,101.54,102.014,2.399,4.065,CC,EUR,Q
744,Thoughtstorm,TMSZ948,0.407,06/19/2028,337.818,335.014,337.397,0.407,-4.8,BB,GBP,S
745,Bubbletube,NCEOU275,1.812,12/02/2028,450.704,408.293,419.744,1.815,3.127,BB,INR,A
746,Quimm,CFVLT05734,3.571,09/10/2020,188.277,179.39,183.123,3.584,13.365,AAA,GBP,A
747,Devpulse,KZB7743,1.745,08/03/2034,236.39,228.778,230.757,1.748,3.093,BBB,INR,Q
748,Flashspan,HGU2593,1.742,10/21/2049,116.137,114.139,115.078,1.745,-8.998,B,USD,A
749,Babbleblab,ZAT67960,4.288,09/01/2023,373.326,354.398,365.187,4.306,70.329,AA,INR,S
750,Meetz,KTWJ041535,3.816,04/17/2047,324.603,294.123,301.743,3.831,0.063,C,GBP,Q
751,Eayo,YROTK83753,1.27,04/17/2022,317.716,291.155,299.123,1.272,-0.144,A,INR,Q
752,Fanoodle,BGXEJ197,2.443,05/28/2046,173.919,171.345,171.963,2.449,2.945,AA,EUR,S
753,Browsedrive,FSQOE340,1.988,10/07/2047,158.666,143.64,153.107,1.992,32.48,CC,USD,A
754,Kwimbee,KQZ6016,3.017,03/13/2036,76.987,71.251,72.571,3.026,-2.42,A,EUR,A
755,Ainyx,RGDYO1856,1.918,03/27/2038,39.665,39.007,39.428,1.922,-2.622,AA,USD,Q
756,Jabbersphere,DLMGA5948,0.899,10/22/2025,440.647,396.759,398.514,0.9,-6.151,BB,GBP,A
757,Thoughtblab,NTG089390,2.282,01/18/2022,247.215,229.045,241.401,2.287,-17.934,CCB,INR,S
758,Skippad,SVLAZ018947,3.265,04/10/2046,210.095,195.746,205.934,3.276,7.152,C,GBP,A
759,Centimia,QGJND64379,3.028,04/12/2028,469.611,427.534,457.829,3.037,-46.32,CCC,EUR,A
760,Thoughtbeat,GIVB475671,0.915,07/25/2027,189.352,173.276,185.655,0.916,4.045,A,INR,A
761,Photobug,WDV4953,2.58,05/27/2023,250.849,232.963,242.085,2.587,-9.507,BB,EUR,A
762,Pixope,GXUJC3963,0.508,04/21/2027,72.969,66.533,72.969,0.508,3.399,CCB,INR,Q
763,Edgetag,LKTC099,3.15,01/14/2044,63.176,61.022,62.896,3.16,1.279,B,USD,Q
764,Eabox,YZM1817,4.507,08/08/2034,82.142,74.092,77.473,4.527,3.361,BBB,USD,A
765,Jabbersphere,YEB40787,4.681,02/11/2022,477.828,438.312,455.699,4.703,17.306,AA,USD,S
766,Voonte,BNUD753,1.702,08/11/2047,335.977,316.927,330.453,1.705,-53.338,BB,INR,S
767,Gabtype,HRIVD5064,4.013,06/10/2032,76.77,72.555,76.349,4.029,1.447,AAA,EUR,S
768,Teklist,UGL84063,0.428,11/23/2045,173.774,167.136,170.322,0.428,-3.749,AAA,INR,A
769,Thoughtbridge,DEM139,2.735,03/23/2043,421.94,394.472,404.635,2.742,-20.049,A,EUR,Q
770,Oodoo,ZRPB8449,4.422,05/20/2047,213.903,205.24,212.43,4.442,-17.226,A,EUR,S
771,Babbleopia,EYTR492,2.056,08/14/2036,127.419,117.022,121.804,2.06,0.878,CCB,USD,A
772,Voonte,RCUS440,2.443,08/31/2043,354.738,329.942,336.885,2.449,-28.823,CC,USD,A
773,Dabvine,MLDZW5295,0.908,02/07/2035,71.388,69.075,70.602,0.909,-0.147,B,USD,A
774,Jaxbean,VPGZR125934,0.452,08/07/2038,276.47,262.702,264.629,0.452,3.927,AA,EUR,S
775,Yakitri,UFWQP279302,4.728,01/26/2031,147.895,144.686,146.772,4.75,-14.569,BB,EUR,S
776,Bluezoom,EYNIS079398,2.232,07/26/2041,160.652,154.869,154.869,2.237,0.277,BBB,INR,S
777,Quaxo,EGOPZ94842,3.286,08/01/2046,430.54,428,429.753,3.297,-69.935,CCB,INR,A
778,Blognation,JTD551,2.384,01/30/2030,265.927,241.222,259.01,2.39,1.04,AA,EUR,A
779,Oyoyo,WYJ909905,3.829,02/05/2046,420.362,379.167,385.346,3.844,-3.145,BB,GBP,S
780,Yozio,VRSC034,3.226,12/23/2032,51.516,49.239,49.877,3.236,-14.123,AAA,INR,A
781,Zoomdog,TSWAU3853,4.705,05/03/2027,166.498,165.932,166.266,4.727,10.707,AA,INR,A
782,Buzzbean,JQT20156,4.594,08/07/2027,356.512,345.353,355.508,4.615,0.767,BB,USD,A
783,Shufflester,LQKUD967900,4.83,05/31/2032,31.194,29.544,30.286,4.853,-0.862,A,EUR,Q
784,Skiptube,GRLU487,3.848,12/09/2041,62.276,59.019,59.964,3.863,-0.626,BB,GBP,A
785,Jabberbean,PERBT105,1.239,04/01/2041,247.429,223.305,224.27,1.241,23.678,AA,GBP,Q
786,Meevee,VHU9936,1.177,06/25/2035,343.973,336.853,341.552,1.178,23.882,BB,INR,Q
787,Flipopia,XOAG63724,2.12,06/07/2047,369.703,362.346,368.526,2.124,-1.507,A,INR,S
788,Edgeify,SLXAG4456,2.489,04/25/2032,435.729,392.461,422.316,2.495,44.916,BBB,USD,A
789,Meejo,LSEV5745,4.594,01/13/2044,376.094,366.993,374.456,4.615,-21.077,A,INR,A
790,Twitternation,OVZA82121,4.195,02/03/2036,425.733,398.146,421.043,4.213,17.415,AAA,USD,Q
791,Voolia,NGZWH638,2.002,01/16/2049,249.242,235.11,238.784,2.006,1.389,A,USD,S
792,Leexo,ZYQH5606,4.299,04/30/2043,424.954,416.667,422.137,4.317,-27.499,B,INR,S
793,Lajo,PWHJ0125,2.636,12/29/2037,273.396,273.041,273.318,2.643,27.47,AAA,GBP,S
794,Buzzshare,PMYWG00637,2.528,10/12/2027,200.47,191.288,199.185,2.534,-5.043,B,EUR,A
795,Eadel,PULS53241,3.57,12/03/2035,125.155,120.674,121.123,3.583,-24.836,AA,INR,Q
796,Bubblemix,DEX628050,4.374,03/02/2039,125.657,118.67,124.958,4.393,-2.011,B,USD,Q
797,Twitterbridge,HDS605,2.776,11/30/2031,200.68,186.893,196.82,2.784,8.203,AAA,INR,A
798,Trupe,AMNQY22301,1.541,11/26/2035,466.988,427.995,447.881,1.543,-5.549,A,INR,S
